,Unnamed: 0,AHU-05-01,AHU-06-01,AHU-07-01,AHU-08-01,AHU-09-01,AHU-10-01,AHU-11-01,AHU-12-01,AHU-13-01,AHU-14-01,AHU-15-01,AHU-16-01,AHU-17-01,AHU-18-01,AHU-19-01,AHU-20-01,AHU-21-01,AHU-22-01,AHU-23-01,AHU-26-01,AHU-27-01,AHU-28-01,AHU-29-01,AHU-30-01,AHU-31-01,AHU-32-01,AHU-33-01,AHU-34-01,AHU-35-01,AHU-36-01,AHU-37-01,AHU-38-01,AHU-39-01,AHU-40-01,AHU-41-01,AHU-42-01,AHU-43-01,AHU-44-01,AHU-45-01,AHU-46-01,AHU-47-01
0,2021-04-12 00:00:00+00:00,428.0,420.0,397.33333333333326,407.33333333333326,428.33333333333326,412.33333333333326,410.33333333333326,404.33333333333326,362.0,472.0,423.66666666666674,395.33333333333326,409.0,413.0,413.0,493.0,414.0,453.0,445.33333333333326,408.0,404.0,421.66666666666674,415.0,440.0,447.66666666666674,466.33333333333326,433.0,413.0,430.33333333333326,424.33333333333326,463.0,416.33333333333326,501.33333333333326,415.66666666666674,410.0,424.33333333333326,444.33333333333326,414.66666666666674,464.33333333333326,461.66666666666674,469.0
1,2021-04-12 01:00:00+00:00,430.0,415.33333333333326,395.0,410.66666666666674,428.0,412.0,412.66666666666674,404.66666666666674,362.33333333333326,470.33333333333326,425.33333333333326,395.66666666666674,409.33333333333326,408.66666666666674,413.0,493.0,414.0,447.33333333333326,424.0,409.0,404.0,419.66666666666674,414.33333333333326,436.33333333333326,445.66666666666674,469.33333333333326,436.33333333333326,410.66666666666674,423.0,430.66666666666674,462.66666666666674,419.66666666666674,500.33333333333326,417.0,412.66666666666674,425.0,446.33333333333326,415.66666666666674,469.33333333333326,457.33333333333326,469.66666666666674
2,2021-04-12 02:00:00+00:00,427.33333333333326,420.0,398.33333333333326,408.66666666666674,429.0,412.0,411.66666666666674,406.33333333333326,361.66666666666674,472.66666666666674,428.33333333333326,396.66666666666674,408.66666666666674,408.33333333333326,413.0,493.0,414.0,443.0,439.0,408.66666666666674,404.0,417.33333333333326,415.33333333333326,432.66666666666674,443.66666666666674,468.33333333333326,435.33333333333326,409.33333333333326,422.0,430.33333333333326,460.33333333333326,420.66666666666674,500.66666666666674,417.0,413.66666666666674,426.0,444.66666666666674,416.33333333333326,461.66666666666674,453.0,467.33333333333326
3,2021-04-12 03:00:00+00:00,427.66666666666674,417.33333333333326,399.33333333333326,408.33333333333326,428.0,412.0,412.0,404.66666666666674,362.0,469.0,425.0,394.66666666666674,408.33333333333326,411.33333333333326,413.0,493.0,414.0,438.0,448.66666666666674,408.0,404.0,417.0,410.66666666666674,430.33333333333326,441.33333333333326,463.0,434.0,409.66666666666674,428.0,428.66666666666674,459.0,425.33333333333326,497.0,418.33333333333326,410.0,425.66666666666674,444.0,415.66666666666674,469.33333333333326,461.66666666666674,468.0
4,2021-04-12 04:00:00+00:00,428.66666666666674,417.66666666666674,399.0,414.66666666666674,430.0,412.33333333333326,413.66666666666674,406.0,367.0,472.66666666666674,426.66666666666674,395.33333333333326,408.66666666666674,410.66666666666674,413.0,493.0,414.0,433.0,484.0,407.66666666666674,404.0,414.33333333333326,410.33333333333326,427.0,433.33333333333326,459.33333333333326,437.66666666666674,409.33333333333326,427.0,428.0,455.33333333333326,428.0,496.33333333333326,418.33333333333326,414.0,420.0,444.66666666666674,414.66666666666674,466.0,457.33333333333326,467.66666666666674
5,2021-04-12 05:00:00+00:00,427.66666666666674,419.0,401.0,412.66666666666674,432.66666666666674,416.33333333333326,420.0,406.0,364.66666666666674,476.33333333333326,425.33333333333326,395.0,408.0,410.33333333333326,413.0,493.0,414.0,432.33333333333326,445.66666666666674,407.66666666666674,404.0,414.0,410.0,425.0,433.0,459.0,437.33333333333326,409.0,428.66666666666674,430.66666666666674,456.0,426.33333333333326,497.33333333333326,418.33333333333326,413.0,423.0,444.66666666666674,411.66666666666674,465.66666666666674,456.0,463.66666666666674
6,2021-04-12 06:00:00+00:00,427.66666666666674,416.0,399.66666666666674,411.66666666666674,433.0,416.33333333333326,419.33333333333326,411.66666666666674,366.66666666666674,475.0,425.66666666666674,395.0,409.0,409.66666666666674,413.0,493.0,414.0,428.33333333333326,469.0,408.66666666666674,404.0,414.0,406.33333333333326,425.33333333333326,435.0,454.33333333333326,434.66666666666674,410.0,427.0,430.66666666666674,458.66666666666674,426.33333333333326,498.33333333333326,417.0,417.33333333333326,417.66666666666674,439.0,410.0,452.33333333333326,445.0,467.66666666666674
7,2021-04-12 07:00:00+00:00,432.0,417.0,404.66666666666674,411.0,429.66666666666674,472.33333333333326,420.66666666666674,410.33333333333326,371.66666666666674,487.33333333333326,423.0,395.0,409.66666666666674,413.33333333333326,413.0,493.0,414.0,425.66666666666674,544.3333333333334,408.0,404.0,412.33333333333326,413.0,427.33333333333326,442.33333333333326,454.66666666666674,447.33333333333326,413.33333333333326,419.66666666666674,431.33333333333326,456.33333333333326,419.66666666666674,507.66666666666674,416.66666666666674,429.66666666666674,442.66666666666674,436.33333333333326,419.33333333333326,456.66666666666674,456.33333333333326,466.66666666666674
8,2021-04-12 08:00:00+00:00,443.0,433.0,440.66666666666674,423.0,449.66666666666674,472.0,425.66666666666674,414.66666666666674,386.0,490.0,429.0,392.66666666666674,425.66666666666674,436.66666666666674,413.0,493.0,414.0,433.66666666666674,665.0,409.0,404.0,422.0,424.0,435.66666666666674,480.66666666666674,468.33333333333326,484.66666666666674,442.66666666666674,439.0,451.0,459.66666666666674,427.33333333333326,541.0,435.33333333333326,457.33333333333326,453.66666666666674,447.0,441.66666666666674,469.0,472.33333333333326,484.33333333333326
9,2021-04-12 09:00:00+00:00,507.33333333333326,553.3333333333334,605.0,493.33333333333326,478.66666666666674,513.3333333333334,447.0,442.0,427.0,529.6666666666666,430.66666666666674,396.0,459.33333333333326,495.66666666666674,413.0,493.0,414.0,487.33333333333326,717.3333333333335,408.66666666666674,404.0,450.33333333333326,463.33333333333326,450.66666666666674,487.66666666666674,548.3333333333334,602.6666666666666,552.6666666666666,502.33333333333326,519.6666666666666,499.33333333333326,472.66666666666674,635.0,457.66666666666674,493.33333333333326,476.0,486.66666666666674,450.66666666666674,462.0,478.66666666666674,493.33333333333326
